Fighter_Name,Height_cm,Weight_lbs,Reach_cm,Age,Win_Rate,Total_Fights,SLpM,Str_Acc_f,SApM,Str_Def_f,TD_Avg,TD_Acc_f,TD_Def_f,Sub_Avg
Rashid Magomedov,175.3,155.0,177.8,39.1,0.9090909090909091,22,4.4,0.49,3.05,0.54,0.67,0.57,0.89,0.2
Ruslan Magomedov,190.5,242.0,198.1,37.1,0.9333333333333333,15,4.02,0.47,1.47,0.66,0.33,1.0,0.88,0.0
Zabit Magomedsharipov,185.4,145.0,185.4,32.8,0.9473684210526315,19,4.89,0.48,3.0,0.64,5.22,0.56,0.77,0.8
John Maguire,175.3,155.0,175.3,40.6,0.7272727272727273,33,1.41,0.41,2.44,0.65,2.8,0.46,0.77,1.1
Lolohea Mahe,177.8,155.0,182.9,36.8,0.6666666666666666,15,1.71,0.29,6.92,0.4,2.44,0.4,0.0,0.0
Michelle Maher,177.8,145.0,182.9,36.8,0.3333333333333333,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bill Mahood,190.5,200.0,182.9,56.9,0.7142857142857143,28,1.54,0.75,3.59,0.17,0.0,0.0,0.0,3.9
Klayton Mai,175.3,125.0,182.9,37.1,0.7272727272727273,11,1.53,0.42,1.02,0.63,3.83,1.0,0.0,6.9829999999999925
Demian Maia,185.4,170.0,182.9,46.2,0.717948717948718,39,1.8,0.43,2.07,0.63,2.49,0.24,0.61,1.0
Jennifer Maia,162.6,125.0,162.6,35.2,0.65625,32,4.35,0.38,4.52,0.55,0.42,0.27,0.58,0.1
Nayara Maia,165.1,125.0,167.6,33.4,0.7777777777777778,9,0.6,0.36,3.33,0.43,1.0,0.33,0.0,1.0
Roshan Mainam,177.8,135.0,182.9,36.8,0.6666666666666666,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Levan Makashvili,172.7,145.0,172.7,35.0,0.8333333333333334,18,2.87,0.54,2.07,0.61,3.67,0.42,0.85,0.0
John Makdessi,172.7,155.0,172.7,38.7,0.6666666666666666,27,5.52,0.49,4.15,0.68,0.0,0.0,0.86,0.0
Aliev Makhmud,167.6,195.0,182.9,53.9,0.0,1,1.12,0.3,2.24,0.36,2.1,0.5,0.0,0.0
Zach Makovsky,162.6,125.0,162.6,40.7,0.7142857142857143,28,1.94,0.43,2.24,0.62,3.71,0.3,0.56,0.3
Azat Maksum,170.2,125.0,177.8,28.9,0.8333333333333334,18,2.75,0.27,4.25,0.52,3.5,0.31,0.85,0.2
Jeremy Malaterre,180.3,155.0,182.9,36.8,0.6666666666666666,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabio Maldonado,185.4,205.0,190.5,43.8,0.6764705882352942,34,5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6
Marvin Maldonado,167.6,135.0,182.9,36.8,0.3333333333333333,6,0.87,0.56,3.47,0.43,0.0,0.0,0.2,0.0
Bea Malecki,175.3,135.0,188.0,32.4,0.8,5,6.84,0.46,6.96,0.62,0.0,0.0,0.78,1.1
Nazareno Malegarie,172.7,155.0,182.9,37.6,0.875,32,3.87,0.34,3.27,0.69,1.0,0.33,0.0,0.0
Carl Malenko,180.3,200.0,182.9,53.9,0.6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Manasoiu,177.8,155.0,182.9,36.8,0.6923076923076923,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy Mandaloniz,175.3,170.0,182.9,43.9,0.6,5,3.52,0.56,4.71,0.63,3.1,0.66,0.57,0.0
Nate Maness,177.8,125.0,182.9,32.5,0.8421052631578947,19,3.14,0.5,3.88,0.42,0.68,0.75,0.8,0.7
Michael Mangan,177.8,155.0,182.9,36.8,0.0,3,1.94,0.33,4.52,0.46,8.49,0.5,1.0,0.0
Gary Mangat,170.2,135.0,182.9,36.8,0.8333333333333334,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melvin Manhoef,175.3,185.0,182.9,47.6,0.6666666666666666,45,3.52,0.48,2.64,0.51,0.33,0.25,0.78,0.0
Melchor Manibusan,165.1,154.0,182.9,47.0,0.3333333333333333,6,1.58,0.54,5.79,0.15,0.0,0.0,0.0,0.0
Jon Manley,185.4,170.0,182.9,37.5,0.6923076923076923,13,1.13,0.2,4.33,0.45,1.0,0.07,0.2,0.0
Steve Mann,185.4,170.0,182.9,36.8,0.7058823529411765,17,3.18,0.7,0.66,0.57,1.64,1.0,0.6,0.0
Marnic Mann,157.5,115.0,162.6,30.8,0.6666666666666666,9,1.47,0.41,5.08,0.31,1.9,0.33,0.25,0.4
Dylan Mantello,185.4,155.0,185.4,31.1,0.6666666666666666,12,4.69,0.62,4.76,0.55,0.0,0.0,0.76,0.0
Chris Manuel,175.3,135.0,182.9,36.4,0.5,18,2.53,0.4,2.67,0.66,1.0,0.2,1.0,0.0
Jimi Manuwa,185.4,205.0,200.7,43.9,0.7391304347826086,23,3.43,0.54,3.97,0.49,0.53,0.18,0.7,0.4
Cristiano Marcello,175.3,155.0,182.9,46.1,0.6842105263157895,19,2.56,0.33,3.61,0.58,0.44,0.11,0.2,0.9
Daniel Marcos,170.2,135.0,175.3,30.8,0.9473684210526315,19,4.9,0.53,3.79,0.61,1.35,0.52,0.85,0.1
Jose Maria,165.1,125.0,182.9,42.0,0.8409090909090909,44,3.2,0.53,3.98,0.52,2.32,0.27,0.33,2.3
Marcos Mariano,185.4,155.0,193.0,37.2,0.5,12,0.25,0.27,2.11,0.43,0.0,0.0,0.28,0.0
Enrique Marin,177.8,170.0,182.9,37.3,0.7142857142857143,14,1.43,0.33,3.0,0.5,2.5,0.38,0.6,1.0
Chepe Mariscal,170.2,145.0,175.3,31.2,0.72,25,4.14,0.55,2.66,0.52,2.34,0.39,0.59,0.2
Ronny Markes,185.4,185.0,190.5,35.7,0.7727272727272727,22,2.17,0.53,2.43,0.45,3.13,0.4,1.0,0.5
Rory Markham,182.9,170.0,180.3,41.8,0.7391304347826086,23,1.98,0.21,10.27,0.45,0.0,0.0,0.0,0.0
Randa Markos,162.6,115.0,160.0,38.4,0.4583333333333333,24,2.97,0.43,3.1,0.58,1.12,0.28,0.52,0.2
Christina Marks,170.2,125.0,175.3,38.1,0.47058823529411764,17,5.0,0.58,3.0,0.64,7.5,1.0,0.0,0.0
Brendon Marotte,175.3,145.0,177.8,28.0,0.7272727272727273,11,0.41,0.5,5.7,0.28,0.0,0.0,0.0,0.0
Nate Marquardt,182.9,185.0,188.0,44.7,0.625,56,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8
Danilo Marques,198.1,205.0,195.6,38.0,0.7333333333333333,15,1.44,0.75,2.52,0.52,3.93,0.28,0.0,0.8
Julian Marquez,188.0,185.0,182.9,33.7,0.6,15,5.06,0.45,5.35,0.5,0.0,0.0,0.54,2.6
Carmelo Marrero,182.9,205.0,185.4,42.9,0.7272727272727273,22,0.84,0.34,2.04,0.54,3.21,0.36,0.36,0.9
Cesar Marscucci,177.8,155.0,182.9,36.8,0.6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Marsh,182.9,265.0,182.9,53.3,0.5333333333333333,15,0.83,0.42,2.23,0.4,0.43,1.0,0.54,0.4
CJ Marsh,177.8,155.0,182.9,36.8,0.4166666666666667,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eliot Marshall,188.0,205.0,195.6,43.5,0.7142857142857143,14,1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9
Doug Marshall,177.8,205.0,182.9,48.3,0.6923076923076923,26,6.99,0.46,4.02,0.6,0.0,0.0,0.66,2.4
David Marshall,188.0,170.0,182.9,39.4,0.6666666666666666,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Marshman,182.9,185.0,185.4,34.0,0.696969696969697,33,2.74,0.25,4.19,0.56,0.0,0.0,0.2,0.0
Terry Martin,172.7,185.0,180.3,43.2,0.6764705882352942,34,2.82,0.43,3.13,0.54,3.1,0.42,0.92,0.0
Eric Martin,177.8,155.0,182.9,36.8,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Martin,182.9,185.0,182.9,36.8,0.5714285714285714,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dave Martin,182.9,205.0,182.9,36.8,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Martin,175.3,170.0,182.9,36.8,0.42857142857142855,14,0.73,0.4,2.4,0.45,0.0,0.0,0.16,0.0
Anthony Rocco Martin,182.9,170.0,185.4,34.1,0.7391304347826086,23,2.68,0.37,2.59,0.58,0.71,0.27,0.68,1.0
Mallory Martin,162.6,115.0,160.0,29.9,0.5833333333333334,12,4.42,0.48,6.64,0.55,2.28,0.43,0.25,0.3
Michal Martinek,188.0,230.0,182.9,33.7,0.875,8,2.45,0.53,4.29,0.51,0.0,0.0,0.0,0.0
Rainy Martinez,182.9,199.0,182.9,36.8,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Martinez,167.6,125.0,170.2,38.5,0.7241379310344828,29,2.73,0.28,3.77,0.63,3.0,0.45,0.36,0.0
Alonzo Martinez,177.8,155.0,182.9,39.7,0.6666666666666666,58,3.07,0.27,7.33,0.52,0.0,0.0,0.0,0.0
Henry Martinez,170.2,155.0,175.3,40.4,0.6923076923076923,13,2.79,0.25,4.01,0.6,0.0,0.0,0.8,0.0
Jonathan Martinez,172.7,135.0,177.8,29.7,0.76,25,4.44,0.49,4.09,0.56,0.38,0.35,0.68,0.1
Poppies Martinez,175.3,145.0,182.9,40.4,0.725,40,2.88,0.5,2.16,0.51,1.54,0.33,0.5,6.9829999999999925
Andrew Martinez,175.3,215.0,182.9,36.8,0.6,15,3.4,0.31,2.3,0.47,1.5,0.5,0.0,0.0
Mana Martinez,177.8,135.0,177.8,27.8,0.7142857142857143,14,4.33,0.48,4.94,0.5,0.72,0.42,0.25,0.5
Roque Martinez,177.8,250.0,182.9,37.8,0.6,25,3.28,0.53,4.9,0.56,0.38,0.5,0.53,0.4
Melissa Martinez,157.5,115.0,167.6,26.4,0.8,10,3.78,0.47,5.21,0.53,0.35,0.5,0.5,0.0
Julieta Martinez,157.5,115.0,160.0,21.6,1.0,8,2.53,0.44,3.6,0.41,5.0,0.45,1.0,0.0
Wagner da Conceicao Martins,198.1,265.0,182.9,45.6,0.5294117647058824,17,1.91,0.37,5.43,0.42,2.2,1.0,1.0,0.0
Adriano Martins,177.8,155.0,182.9,41.0,0.7567567567567568,37,1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4
Lucas Martins,182.9,145.0,182.9,35.1,0.8636363636363636,22,2.87,0.35,4.14,0.6,0.0,0.0,0.76,0.5
Max Martyniouk,177.8,155.0,182.9,36.8,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bristol Marunde,185.4,170.0,190.5,41.7,0.6153846153846154,26,1.42,0.21,4.4,0.47,1.6,0.33,0.14,0.0
Shoji Maruyama,170.2,139.0,182.9,40.7,0.5454545454545454,22,1.4,0.63,0.27,0.55,0.0,0.0,0.54,0.0
Kazuma Maruyama,180.3,155.0,182.9,31.5,0.6111111111111112,18,3.83,0.41,2.23,0.53,4.79,0.33,1.0,0.0
Islem Masraf,182.9,205.0,188.0,27.6,0.75,4,0.68,0.2,3.88,0.15,0.0,0.0,1.0,0.0
Mike Massenzio,188.0,185.0,185.4,41.2,0.5909090909090909,22,2.08,0.45,3.59,0.54,2.74,0.24,0.5,1.4
Jameel Massouh,177.8,145.0,182.9,39.3,0.7428571428571429,35,1.91,0.54,2.62,0.55,0.67,0.15,0.5,0.7
Tiffany Masters,160.0,115.0,165.1,29.4,0.6666666666666666,3,3.53,0.62,2.58,0.5,3.06,0.6,0.0,0.0
Jorge Masvidal,180.3,170.0,188.0,39.1,0.6730769230769231,52,4.05,0.47,3.05,0.64,1.38,0.59,0.72,0.3
Al Matavao,172.7,205.0,170.2,29.9,0.7272727272727273,11,7.84,0.46,6.7,0.58,0.0,0.0,0.0,0.0
Tateki Matsuda,170.2,125.0,182.9,37.8,0.6190476190476191,21,3.2,0.34,3.43,0.69,0.0,0.0,0.16,0.0
Daijiro Matsui,175.3,200.0,182.9,51.1,0.2653061224489796,49,0.84,0.45,1.69,0.55,1.83,0.3,0.43,0.4
Toki Matsui,167.6,125.0,165.1,24.3,0.8571428571428571,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koichiro Matsumoto,170.2,145.0,182.9,37.8,0.7894736842105263,19,1.9,0.26,3.5,0.31,0.0,0.0,0.0,0.0
Koyomi Matsushima,170.2,145.0,167.6,31.2,0.6842105263157895,19,2.7,0.47,2.83,0.59,8.49,0.52,0.33,0.0
Naoki Matsushita,167.6,155.0,182.9,47.8,0.3076923076923077,39,3.3,0.32,2.2,0.63,1.5,1.0,0.0,0.0
AJ Matthews,180.3,185.0,182.9,35.9,0.5333333333333333,15,5.11,0.52,4.96,0.51,0.0,0.0,1.0,0.0
Connor Matthews,172.7,145.0,180.3,31.6,0.6363636363636364,11,4.82,0.43,6.06,0.55,3.24,0.55,0.46,0.7
Claudio Mattos,177.8,185.0,182.9,36.8,0.5555555555555556,9,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0
John Matua,188.0,265.0,182.9,36.8,0.2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francesco Maturi,177.8,155.0,182.9,36.8,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vladimir Matyushenko,182.9,205.0,188.0,53.0,0.7714285714285715,35,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1
Miranda Maverick,160.0,125.0,165.1,26.5,0.7391304347826086,23,3.22,0.44,2.25,0.61,2.16,0.4,0.45,0.4
Nick Maximov,182.9,185.0,193.0,26.0,0.8,10,1.93,0.45,2.64,0.46,4.16,0.45,0.35,0.2
Elaina Maxwell,172.7,145.0,182.9,45.0,0.6363636363636364,11,2.07,0.6,2.4,0.53,0.0,0.0,0.5,1.0
Jeremy May,185.4,185.0,182.9,37.2,0.5652173913043478,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack May,198.1,255.0,182.9,42.7,0.75,12,1.52,0.38,3.29,0.33,0.91,0.33,0.2,0.0
Don'Tale Mayes,198.1,260.0,203.2,32.0,0.55,20,3.22,0.43,3.61,0.46,0.59,0.38,0.46,0.0
Gray Maynard,175.3,155.0,177.8,44.6,0.6190476190476191,21,1.92,0.32,2.64,0.66,2.91,0.47,0.81,0.7
Brooke Mayo,170.2,125.0,182.9,36.8,0.0,1,1.92,0.34,3.2,0.63,3.2,0.6,0.0,2.1
Gina Mazany,167.6,125.0,172.7,35.4,0.5384615384615384,13,3.73,0.5,3.52,0.5,4.34,0.52,0.33,0.2
Sabina Mazo,170.2,125.0,177.8,26.8,0.6923076923076923,13,6.1,0.43,4.35,0.57,0.65,0.8,0.59,0.2
Francesco Mazzeo,190.5,205.0,190.5,26.3,0.8,5,1.83,0.44,0.75,0.65,3.23,0.5,0.0,0.0
Scott McAfee,172.7,155.0,182.9,40.4,0.6666666666666666,21,0.0,0.0,1.33,0.5,0.0,0.0,0.0,0.0
Bobby McAndrews,177.8,155.0,182.9,36.8,0.25,4,2.56,0.75,1.03,0.5,0.0,0.0,0.33,6.9829999999999925
Michael McBride,185.4,155.0,182.9,37.8,0.7272727272727273,11,4.08,0.48,5.85,0.4,1.85,0.42,0.3,1.2
Ian McCall,165.1,125.0,162.6,39.7,0.6842105263157895,19,3.59,0.39,3.25,0.67,2.08,0.3,0.88,0.0
Molly McCann,162.6,115.0,160.0,33.7,0.6363636363636364,22,5.28,0.49,4.65,0.62,1.78,0.36,0.38,0.5
Charles McCarthy,177.8,185.0,180.3,43.4,0.6666666666666666,15,0.18,0.12,4.03,0.56,2.67,0.6,0.0,2.7
Sean McCorkle,198.1,265.0,203.2,47.5,0.7083333333333334,24,0.85,0.44,2.48,0.52,2.12,0.4,0.33,4.2
Danni McCormack,162.6,125.0,160.0,33.8,0.8181818181818182,11,6.93,0.51,4.53,0.6,6.0,0.42,0.5,2.0
Paddy McCorry,190.5,185.0,185.4,26.1,0.875,8,6.2,0.55,2.47,0.53,1.0,0.5,0.0,0.0
Kris McCray,182.9,170.0,193.0,42.3,0.6153846153846154,13,2.69,0.45,2.57,0.54,2.88,0.55,0.38,0.0
Tamdan McCrory,193.0,185.0,193.0,37.2,0.7368421052631579,19,2.07,0.49,1.6,0.46,2.28,0.5,0.33,2.5
Rob McCullough,175.3,155.0,175.3,46.6,0.7037037037037037,27,2.47,0.36,2.84,0.59,0.46,1.0,0.68,0.0
Justin McCully,185.4,225.0,185.4,47.9,0.6111111111111112,18,1.58,0.37,2.02,0.46,1.28,0.44,0.43,0.0
Robert McDaniel,190.5,185.0,190.5,40.7,0.7368421052631579,38,1.64,0.44,1.98,0.56,0.93,0.5,0.5,1.4
Michael McDonald,180.3,205.0,182.9,58.9,0.5,2,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0
Scott McDonald,177.8,155.0,182.9,36.8,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael McDonald,175.3,135.0,177.8,33.0,0.8095238095238095,21,2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4
Josh McDonald,177.8,185.0,182.9,36.8,0.6428571428571429,14,0.8,0.57,3.4,0.33,8.49,0.5,0.0,0.0
Miles McDonald,170.2,115.0,182.9,32.4,0.6666666666666666,3,5.1,0.45,4.0,0.43,0.0,0.0,1.0,1.0
Justin McElfresh,198.1,205.0,182.9,44.0,0.6,10,4.59,0.26,12.79,0.41,0.0,0.0,0.0,0.0
Drew McFedries,182.9,185.0,182.9,45.4,0.631578947368421,19,5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7
Liam McGeary,198.1,205.0,182.9,41.2,0.8571428571428571,14,1.28,0.48,1.92,0.5,0.51,1.0,0.0,2.5
Gan McGee,198.1,265.0,182.9,47.1,0.7222222222222222,18,2.2,0.29,2.31,0.59,0.65,0.25,0.83,0.0
Court McGee,180.3,170.0,190.5,39.1,0.6216216216216216,37,4.5,0.36,3.65,0.6,1.78,0.24,0.7,0.5
Ryan McGillivray,180.3,170.0,182.9,37.3,0.9230769230769231,13,1.27,0.2,2.2,0.52,0.0,0.0,0.44,0.0
Ryan McGivern,182.9,185.0,182.9,44.0,0.65,20,2.22,0.29,2.22,0.57,0.0,0.0,0.0,0.0
Jack McGlaughlin,177.8,155.0,182.9,36.8,0.2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg McIntyre,177.8,155.0,182.9,43.7,0.6,10,0.79,0.3,1.36,0.41,5.09,0.5,0.0,0.0
Antonio McKee,172.7,155.0,182.9,53.8,0.7837837837837838,37,1.37,0.45,0.74,0.74,1.47,0.33,0.57,0.0
AJ McKee,177.8,145.0,182.9,36.8,1.0,8,2.75,0.32,0.92,0.7982999999999993,8.49,1.0,1.0,6.9829999999999925
Rhys McKee,188.0,170.0,198.1,28.3,0.6363636363636364,22,4.71,0.4,7.15,0.47,0.0,0.0,0.47,0.0
Cory McKenna,160.0,115.0,160.0,24.5,0.6666666666666666,12,2.94,0.38,3.68,0.46,2.0,0.47,0.75,0.4
Tim McKenzie,182.9,185.0,188.0,41.4,0.6086956521739131,23,1.37,0.54,2.96,0.44,0.0,0.0,0.28,2.1
Cody McKenzie,182.9,155.0,182.9,36.0,0.6153846153846154,26,1.74,0.34,2.5,0.67,2.5,0.25,0.14,2.5
Brian McLaughlin,175.3,155.0,182.9,39.6,0.75,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason McLean,165.1,145.0,182.9,46.6,0.46153846153846156,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garreth McLellan,185.4,185.0,182.9,41.3,0.6842105263157895,19,3.56,0.54,2.94,0.45,1.15,0.22,0.34,0.9
Sara McMann,167.6,135.0,167.6,43.3,0.6842105263157895,19,2.26,0.46,1.92,0.47,4.38,0.65,0.5,0.5
James McSweeney,193.0,230.0,195.6,43.2,0.5,30,3.94,0.55,4.33,0.42,0.52,0.33,1.0,1.1
Charles McTorry,177.8,155.0,182.9,36.8,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel McWilliams,185.4,185.0,182.9,41.0,0.28846153846153844,52,3.36,0.75,0.0,0.0,0.0,0.0,1.0,6.9829999999999925
Tim Means,188.0,170.0,190.5,39.9,0.6470588235294118,51,5.04,0.49,3.65,0.6,1.14,0.4,0.64,0.2
Yancy Medeiros,177.8,155.0,190.5,36.3,0.6521739130434783,23,4.36,0.37,5.67,0.47,0.33,0.5,0.73,0.7
Anistavio Medeiros,167.6,145.0,182.9,35.7,0.6551724137931034,29,3.64,0.44,5.0,0.47,0.0,0.0,0.0,0.0
Kaline Medeiros,160.0,115.0,182.9,36.8,0.6153846153846154,13,2.06,0.7,0.29,0.7982999999999993,4.41,1.0,0.0,4.4
Todd Medina,177.8,193.0,182.9,53.7,0.55,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Medina,175.3,180.0,182.9,36.8,0.5675675675675675,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emil Meek,180.3,170.0,188.0,35.4,0.6,15,2.52,0.39,2.53,0.38,0.25,0.33,0.47,1.0
Sanford Alton Meeks,195.6,265.0,190.5,29.7,0.5,2,0.71,0.42,4.47,0.38,7.06,0.25,0.0,0.0
Frank Megallon,177.8,185.0,182.9,36.8,0.4,5,1.14,0.21,5.32,0.54,0.0,0.0,0.0,0.0
Derrick Mehmen,193.0,205.0,182.9,38.6,0.6785714285714286,28,1.93,0.14,4.53,0.48,1.0,0.16,0.0,0.0
Miika Mehmet,177.8,205.0,182.9,36.8,0.375,8,0.33,0.12,7.29,0.24,0.0,0.0,0.0,0.0
Jordan Mein,182.9,170.0,185.4,34.2,0.7209302325581395,43,3.35,0.44,2.55,0.69,1.56,0.58,0.66,0.2
Bryce Mejia,185.4,170.0,182.9,36.8,0.75,4,3.49,0.62,6.98,0.5,0.0,0.0,0.0,0.0
Brian Melancon,172.7,170.0,182.9,41.6,0.7,10,4.18,0.49,3.64,0.64,2.02,1.0,0.66,0.0
Brandon Melendez,180.3,155.0,182.9,40.8,0.5,50,0.84,0.26,0.56,0.63,0.0,0.0,0.25,0.0
Gilbert Melendez,175.3,145.0,185.4,41.7,0.7333333333333333,30,3.44,0.33,2.53,0.63,1.64,0.41,0.71,0.2
Nair Melikyan,167.6,155.0,182.9,26.4,1.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcelo Mello,170.2,170.0,182.9,36.8,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabio Mello,165.1,155.0,182.9,48.5,0.5789473684210527,19,0.86,0.35,3.94,0.5,0.0,0.0,0.0,0.0
Vanessa Melo,165.1,135.0,165.1,35.8,0.5789473684210527,19,3.48,0.3,6.13,0.59,0.0,0.0,0.71,0.0
Antonio Mendes,190.5,205.0,195.6,42.7,0.5806451612903226,31,1.34,0.47,6.85,0.22,2.51,0.5,1.0,0.0
Chad Mendes,167.6,145.0,167.6,38.7,0.782608695652174,23,2.78,0.49,2.35,0.67,4.13,0.55,1.0,0.3
Augusto Mendes,167.6,135.0,165.1,40.8,0.75,8,2.42,0.34,3.91,0.56,1.75,0.33,0.8,0.0
Eddie Mendez,177.8,185.0,182.9,40.0,0.6666666666666666,12,1.71,0.33,3.43,0.11,0.0,0.0,0.0,0.0
Mateus Mendonca,167.6,125.0,180.3,25.0,0.7692307692307693,13,1.66,0.4,4.14,0.3,2.54,0.27,0.55,0.4
Luis Mendoza,177.8,155.0,182.9,36.8,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pietro Menga,170.2,125.0,172.7,35.9,1.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivan Menjivar,167.6,145.0,162.6,41.6,0.6756756756756757,37,2.78,0.37,2.76,0.65,0.56,0.28,0.38,1.0
Dave Menne,177.8,170.0,182.9,49.4,0.703125,58,1.84,0.44,1.99,0.42,0.46,0.5,0.57,2.5
Steve Mensing,180.3,185.0,182.9,46.1,0.375,24,0.0,0.0,9.51,0.42,0.0,0.0,0.0,0.0
Buck Meredith,188.0,185.0,182.9,41.6,0.5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Meredith,188.0,170.0,182.9,36.8,0.625,8,2.63,0.5,2.11,0.55,7.89,1.0,1.0,6.9829999999999925
Nick Meregali,177.8,155.0,182.9,36.8,0.6923076923076923,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Merritt,182.9,170.0,182.9,39.8,0.7777777777777778,9,1.53,0.58,0.73,0.66,0.0,0.0,0.68,0.0
Jeremiah Metcalf,185.4,185.0,182.9,42.5,0.65,20,1.74,0.59,0.27,0.6,4.02,0.66,1.0,2.0
Jonathan Meunier,190.5,170.0,182.9,36.4,0.8888888888888888,9,3.47,0.5,1.43,0.69,0.58,0.33,0.58,0.0
Yaotzin Meza,175.3,145.0,180.3,42.9,0.65625,32,1.43,0.41,1.62,0.64,1.06,0.2,0.18,1.4
Guy Mezger,185.4,200.0,182.9,56.0,0.6521739130434783,46,2.3,0.32,1.36,0.72,0.39,0.5,0.88,0.0
David Mgoyan,175.3,145.0,177.8,21.6,0.875,8,5.67,0.44,7.53,0.48,2.0,0.16,1.0,1.0
Brandon Michaels,175.3,185.0,182.9,41.1,0.2222222222222222,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Michailidis,182.9,170.0,193.0,35.5,0.6842105263157895,19,2.9,0.51,3.57,0.44,1.12,0.27,0.5,0.0
David Michaud,175.3,155.0,182.9,35.1,0.7857142857142857,14,3.25,0.43,4.45,0.54,2.53,0.58,0.77,0.7
Chris Mickle,175.3,145.0,182.9,40.5,0.5660377358490566,53,3.03,0.27,9.7,0.48,0.0,0.0,0.0,0.0
Zachary Micklewright,182.9,155.0,188.0,47.4,0.8333333333333334,18,5.56,0.53,4.72,0.54,0.7,0.12,1.0,0.0
Kristof Midoux,185.4,220.0,182.9,49.4,0.375,16,0.7,0.43,2.89,0.49,0.0,0.0,0.0,0.0
Keith Mielke,172.7,185.0,182.9,36.8,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Mierzwiak,185.4,185.0,182.9,35.9,0.625,8,1.6,0.61,1.73,0.48,2.0,0.28,0.0,1.0
Gabriel Miglioli,172.7,170.0,182.9,36.8,0.5,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bojan Mihajlovic,180.3,205.0,185.4,43.8,0.625,16,1.23,0.35,5.95,0.47,0.0,0.0,0.33,0.0
Billy Miles,177.8,170.0,182.9,45.7,0.5,4,0.0,0.0,1.25,0.33,0.0,0.0,0.0,0.0
Pat Miletich,177.8,170.0,182.9,55.8,0.7631578947368421,38,1.79,0.45,1.66,0.63,1.96,1.0,0.54,1.0
Curtis Millender,188.0,170.0,193.0,36.1,0.7727272727272727,22,3.86,0.46,2.95,0.61,0.43,1.0,0.57,0.0
Phillip Miller,180.3,185.0,182.9,44.9,1.0,16,1.61,0.54,1.93,0.5,3.62,0.25,1.0,0.6
Jason Miller,185.4,185.0,182.9,43.0,0.696969696969697,33,1.83,0.43,2.3,0.49,1.31,0.28,0.43,1.3
Dan Miller,185.4,185.0,188.0,42.5,0.6363636363636364,22,2.03,0.36,3.06,0.49,1.67,0.54,0.47,1.8
Cole Miller,185.4,145.0,185.4,39.7,0.65625,32,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8
